ensembl,symbol,description,log2FoldChange,pvalue,padj,206161_sp_3d_tg,206176_sp_3d_tg,206177_sp_3d_tg,206167_sp_3d_tg,206168_sp_3d_tg,206214_sp_3d_tg,206229_sp_3d_tg,206174_sp_3d_wt,206175_sp_3d_wt,206158_sp_3d_wt,206165_sp_3d_wt,206166_sp_3d_wt,206215_sp_3d_wt,206227_sp_3d_wt
ENSMUSG00000025207,Sema4g,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G [Source:MGI Symbol;Acc:MGI:1347047]",-0.704174188,3.05617E-07,4.41306E-05,138,197,143,190,99,167,174,295,247,301,324,203,246,238
ENSMUSG00000049313,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing [Source:MGI Symbol;Acc:MGI:1202296]",-0.77135447,3.12111E-07,4.47049E-05,336,228,197,215,142,283,244,387,436,407,449,430,410,306
ENSMUSG00000028312,Smc2,structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067],0.526093544,3.5138E-07,4.9537E-05,810,906,879,841,565,1101,1000,668,691,728,731,341,706,526
ENSMUSG00000006740,Kif5b,kinesin family member 5B [Source:MGI Symbol;Acc:MGI:1098268],0.638127672,3.54214E-07,4.9537E-05,2040,2346,3222,2900,1788,2782,2728,1731,1796,1812,2004,1340,1724,1420
ENSMUSG00000024360,Etf1,eukaryotic translation termination factor 1 [Source:MGI Symbol;Acc:MGI:2385071],0.557086911,3.52752E-07,4.9537E-05,638,896,785,954,674,1009,1028,689,611,692,724,393,640,475
ENSMUSG00000035569,Ankrd11,ankyrin repeat domain 11 [Source:MGI Symbol;Acc:MGI:1924337],0.428472951,5.02187E-07,6.96823E-05,3409,2682,3112,3334,2588,3332,3674,2224,2676,2688,3105,1724,2530,2136
ENSMUSG00000015653,Steap2,six transmembrane epithelial antigen of prostate 2 [Source:MGI Symbol;Acc:MGI:1921301],0.877446436,6.25683E-07,8.61455E-05,75,111,107,118,93,120,156,73,73,57,57,65,65,44
ENSMUSG00000040498,Igsf23,"immunoglobulin superfamily, member 23 [Source:MGI Symbol;Acc:MGI:1917330]",1.998087371,6.34044E-07,8.6625E-05,90,612,885,855,377,557,255,136,66,155,282,134,122,77
ENSMUSG00000095567,Noc2l,NOC2 like nucleolar associated transcriptional repressor [Source:MGI Symbol;Acc:MGI:1931051],0.571654485,7.21359E-07,9.78019E-05,372,284,264,270,275,384,410,229,266,260,212,175,215,197
ENSMUSG00000026502,Desi2,desumoylating isopeptidase 2 [Source:MGI Symbol;Acc:MGI:1926075],0.670306606,7.72304E-07,0.000103916,166,296,224,287,212,317,292,194,177,180,187,120,175,133
ENSMUSG00000034858,Fam214a,"family with sequence similarity 214, member A [Source:MGI Symbol;Acc:MGI:2387648]",-0.777825813,7.80228E-07,0.000104193,84,68,57,62,50,100,85,126,209,97,140,87,123,111
ENSMUSG00000026083,Eif5b,eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772],0.365625824,7.89429E-07,0.000104635,3068,2526,2606,2551,2249,3070,3204,2112,2572,2602,2477,1554,2290,1874
ENSMUSG00000029701,Rbm28,RNA binding motif protein 28 [Source:MGI Symbol;Acc:MGI:2655711],0.457378786,8.25886E-07,0.000107857,780,626,646,673,579,767,918,501,632,614,640,332,612,449
ENSMUSG00000046721,Rpl14-ps1,"ribosomal protein L14, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3710579]",0.491554836,8.24717E-07,0.000107857,1087,1101,989,1204,982,1357,1220,907,892,998,859,630,740,771
ENSMUSG00000042747,Krtcap2,keratinocyte associated protein 2 [Source:MGI Symbol;Acc:MGI:1913309],0.624640675,8.55002E-07,0.000110844,644,813,782,919,695,1033,792,522,594,560,611,542,503,430
ENSMUSG00000020817,Rabep1,"rabaptin, RAB GTPase binding effector protein 1 [Source:MGI Symbol;Acc:MGI:1860236]",0.546419774,9.05184E-07,0.0001165,610,590,678,632,683,769,775,456,567,562,582,316,592,342
ENSMUSG00000057346,Apol9a,apolipoprotein L 9a [Source:MGI Symbol;Acc:MGI:3606001],2.782179251,9.64819E-07,0.000123282,1,33,26,26,26,36,6,4,3,2,5,1,6,3
ENSMUSG00000031337,Mtm1,X-linked myotubular myopathy gene 1 [Source:MGI Symbol;Acc:MGI:1099452],1.002626429,1.03527E-06,0.000130644,70,128,174,180,113,159,158,90,89,62,89,58,56,65
ENSMUSG00000017390,Aldoc,"aldolase C, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:101863]",-1.67559845,1.03715E-06,0.000130644,36,13,11,15,15,17,11,62,33,38,62,88,47,41
ENSMUSG00000057933,Gsta2,"glutathione S-transferase, alpha 2 (Yc2) [Source:MGI Symbol;Acc:MGI:95863]",2.452915931,1.06971E-06,0.000133796,10,37,46,84,15,27,23,9,3,10,9,0,13,4
ENSMUSG00000038510,Rpf2,ribosome production factor 2 homolog [Source:MGI Symbol;Acc:MGI:1914489],0.620277735,1.07866E-06,0.000133972,132,176,176,185,145,218,206,145,125,134,146,67,136,88
ENSMUSG00000006442,Srm,spermidine synthase [Source:MGI Symbol;Acc:MGI:102690],0.80600644,1.21355E-06,0.000149679,104,103,120,109,54,151,110,61,81,61,66,60,50,56
ENSMUSG00000028982,Slc25a33,"solute carrier family 25, member 33 [Source:MGI Symbol;Acc:MGI:1917806]",1.179666532,1.35326E-06,0.000164625,30,56,87,80,63,115,89,29,51,32,52,21,38,19
ENSMUSG00000050157,Gm867,predicted gene 867 [Source:MGI Symbol;Acc:MGI:2685713],1.216542528,1.35071E-06,0.000164625,205,474,706,636,280,603,312,248,208,262,269,131,213,132
ENSMUSG00000028392,Bspry,B-box and SPRY domain containing [Source:MGI Symbol;Acc:MGI:2177191],0.747749902,1.49868E-06,0.000181075,103,177,148,182,150,210,172,99,100,125,105,76,101,94
ENSMUSG00000046027,Stard5,StAR-related lipid transfer (START) domain containing 5 [Source:MGI Symbol;Acc:MGI:2156765],0.53665511,1.54784E-06,0.000185752,212,228,234,288,186,302,288,176,209,214,212,146,162,120
ENSMUSG00000029762,Akr1b8,"aldo-keto reductase family 1, member B8 [Source:MGI Symbol;Acc:MGI:107673]",1.98520256,1.62676E-06,0.000193912,32,83,99,184,71,67,82,29,16,21,9,44,14,19
ENSMUSG00000060950,Trmt61a,tRNA methyltransferase 61A [Source:MGI Symbol;Acc:MGI:2443487],1.017351536,1.66602E-06,0.000197268,57,80,109,132,61,129,120,66,58,69,45,29,47,37
ENSMUSG00000018395,Kif3a,kinesin family member 3A [Source:MGI Symbol;Acc:MGI:107689],0.912385957,1.71702E-06,0.00020196,152,94,156,149,107,114,153,66,92,74,67,82,64,58
ENSMUSG00000050982,Apol10a,apolipoprotein L 10A [Source:MGI Symbol;Acc:MGI:3036238],-3.120657644,1.75059E-06,0.000204554,11,28,1,7,2,17,0,127,46,106,146,41,94,39
ENSMUSG00000037887,Dusp8,dual specificity phosphatase 8 [Source:MGI Symbol;Acc:MGI:106626],0.995664765,1.81155E-06,0.000210293,43,65,94,75,50,73,64,48,42,27,46,21,34,27
ENSMUSG00000062937,Mtap,methylthioadenosine phosphorylase [Source:MGI Symbol;Acc:MGI:1914152],0.648083487,1.85616E-06,0.000214073,116,99,115,102,89,166,144,90,97,73,111,58,81,41
ENSMUSG00000085229,Gm11672,predicted gene 11672 [Source:MGI Symbol;Acc:MGI:3651419],-1.337483919,1.91919E-06,0.000219915,10,10,7,9,6,9,11,22,37,30,30,16,16,13
ENSMUSG00000034160,Ogt,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) [Source:MGI Symbol;Acc:MGI:1339639],-0.408119418,1.97733E-06,0.000225125,380,454,309,395,322,448,435,558,651,548,605,387,565,452
ENSMUSG00000034667,Xpot,"exportin, tRNA (nuclear export receptor for tRNAs) [Source:MGI Symbol;Acc:MGI:1920442]",0.906100907,2.00516E-06,0.000226839,115,220,217,259,147,356,304,126,134,135,175,95,152,72
ENSMUSG00000064371,mt-Tt,mitochondrially encoded tRNA threonine [Source:MGI Symbol;Acc:MGI:102473],1.428882409,2.06921E-06,0.000232602,16,20,12,24,20,32,20,8,14,6,12,4,8,4
ENSMUSG00000099098,1110035H17Rik,RIKEN cDNA 1110035H17 gene [Source:MGI Symbol;Acc:MGI:1915936],-1.341736906,2.19805E-06,0.000245532,10,9,12,10,14,14,14,28,26,38,26,42,30,22
ENSMUSG00000053510,Nrd1,"nardilysin, N-arginine dibasic convertase, NRD convertase 1 [Source:MGI Symbol;Acc:MGI:1201386]",0.418237171,2.50732E-06,0.000278328,858,568,646,617,535,827,786,563,572,591,634,408,529,428
ENSMUSG00000064370,mt-Cytb,mitochondrially encoded cytochrome b [Source:MGI Symbol;Acc:MGI:102501],0.723675521,2.56802E-06,0.000283296,66173,128780,101420,128430,66854,142275,97075,67052,68934,68282,75500,50090,76476,48912
ENSMUSG00000072568,Lratd2,LRAT domain containing 1 [Source:MGI Symbol;Acc:MGI:3026924],0.751345565,2.68863E-06,0.00029477,204,301,286,325,264,394,314,206,166,236,220,145,129,171
ENSMUSG00000005732,Ranbp1,RAN binding protein 1 [Source:MGI Symbol;Acc:MGI:96269],0.602492882,2.77083E-06,0.000301918,692,854,981,788,509,1030,898,564,652,684,686,302,620,446
ENSMUSG00000081603,Gm14681,predicted gene 14681 [Source:MGI Symbol;Acc:MGI:3705734],1.215313113,2.83073E-06,0.000305882,43,39,34,30,58,55,53,11,17,20,19,16,32,23
ENSMUSG00000022983,Scaf4,SR-related CTD-associated factor 4 [Source:MGI Symbol;Acc:MGI:2146350],0.5065048,2.84165E-06,0.000305882,329,291,309,328,213,359,389,234,223,290,312,174,218,164
ENSMUSG00000026628,Atf3,activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384],1.369524685,2.9531E-06,0.000315964,20,44,59,49,53,42,56,12,20,19,17,21,15,24
ENSMUSG00000051510,Mafg,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian) [Source:MGI Symbol;Acc:MGI:96911]",0.663402395,3.17417E-06,0.000337584,358,464,598,606,443,633,700,348,441,352,492,226,426,244
ENSMUSG00000035873,Pawr,"PRKC, apoptosis, WT1, regulator [Source:MGI Symbol;Acc:MGI:2149961]",0.722653001,3.44328E-06,0.000364025,122,88,105,114,106,163,193,72,76,83,122,56,78,69
ENSMUSG00000104136,Gm36955,"predicted gene, 36955 [Source:MGI Symbol;Acc:MGI:5610183]",1.366685234,3.53697E-06,0.000371717,30,50,62,67,33,28,51,27,11,23,25,14,23,9
ENSMUSG00000047409,Ctdspl,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like [Source:MGI Symbol;Acc:MGI:1916524]",-0.506970616,3.75474E-06,0.000392282,160,163,159,166,112,273,194,274,275,259,325,205,270,176
ENSMUSG00000086513,9130208D14Rik,RIKEN cDNA 9130208D14 gene [Source:MGI Symbol;Acc:MGI:1924950],-0.993459633,4.36866E-06,0.000453753,790,925,433,440,351,1184,648,1550,1414,1860,1593,601,1608,1084
ENSMUSG00000004100,Ppan,peter pan homolog [Source:MGI Symbol;Acc:MGI:2178445],0.690262927,4.53928E-06,0.000468733,115,106,108,141,92,134,168,90,108,98,76,53,86,46
ENSMUSG00000020027,Socs2,suppressor of cytokine signaling 2 [Source:MGI Symbol;Acc:MGI:1201787],-0.340915405,4.87158E-06,0.000500139,739,613,609,651,554,906,833,1011,978,1069,1111,621,877,741
ENSMUSG00000028069,Gpatch4,G patch domain containing 4 [Source:MGI Symbol;Acc:MGI:1913864],0.625307331,5.06686E-06,0.000517198,501,388,434,385,383,426,592,244,412,352,296,194,327,270
ENSMUSG00000053398,Phgdh,3-phosphoglycerate dehydrogenase [Source:MGI Symbol;Acc:MGI:1355330],2.234476897,5.33147E-06,0.000540588,7,31,9,45,4,32,29,6,5,7,3,5,3,4
ENSMUSG00000041417,Pik3r1,phosphoinositide-3-kinase regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:97583],-0.504048569,5.35687E-06,0.000540588,1367,903,801,897,828,1469,1261,1420,1965,1570,1783,1290,1574,1261
ENSMUSG00000087305,A430035B10Rik,RIKEN cDNA A430035B10 gene [Source:MGI Symbol;Acc:MGI:2443789],-0.880310612,5.57309E-06,0.00055923,54,55,31,35,26,58,64,88,134,70,96,44,95,85
ENSMUSG00000055748,Gsdmc4,gasdermin C4 [Source:MGI Symbol;Acc:MGI:1921798],-3.355222953,5.70684E-06,0.000569433,2,4,1,1,0,10,0,23,8,12,83,3,59,7
ENSMUSG00000026489,Coq8a,coenzyme Q8A [Source:MGI Symbol;Acc:MGI:1914676],-0.805858666,5.97123E-06,0.000589194,90,88,57,64,34,110,73,168,154,118,126,83,133,130
ENSMUSG00000020641,Rsad2,radical S-adenosyl methionine domain containing 2 [Source:MGI Symbol;Acc:MGI:1929628],0.817441862,5.94194E-06,0.000589194,107,94,102,149,68,118,87,65,72,53,67,59,73,36
ENSMUSG00000031984,2810004N23Rik,RIKEN cDNA 2810004N23 gene [Source:MGI Symbol;Acc:MGI:1913773],0.448908332,6.09677E-06,0.000598258,530,532,566,546,402,610,658,366,450,470,464,324,415,396
ENSMUSG00000029710,Ephb4,Eph receptor B4 [Source:MGI Symbol;Acc:MGI:104757],-0.759264033,6.1555E-06,0.000598321,46,40,32,44,34,66,50,99,99,60,104,42,92,54
ENSMUSG00000001158,Snrnp27,small nuclear ribonucleoprotein 27 (U4/U6.U5) [Source:MGI Symbol;Acc:MGI:1913868],0.448407081,6.16479E-06,0.000598321,524,464,576,531,429,667,587,423,475,487,446,349,390,285
ENSMUSG00000020580,Rock2,Rho-associated coiled-coil containing protein kinase 2 [Source:MGI Symbol;Acc:MGI:107926],0.544663789,6.47212E-06,0.000624735,1354,1519,1675,2054,1144,1669,1560,1107,1329,1186,1512,700,1109,961
ENSMUSG00000021109,Hif1a,"hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]",0.843461612,6.75777E-06,0.000648783,206,354,436,376,426,486,506,223,308,282,310,120,252,166
ENSMUSG00000047671,Tctex1d4,Tctex1 domain containing 4 [Source:MGI Symbol;Acc:MGI:3045358],2.40892037,6.83693E-06,0.000652854,4,8,13,22,6,8,16,4,2,2,2,2,1,2
ENSMUSG00000038967,Pdk2,"pyruvate dehydrogenase kinase, isoenzyme 2 [Source:MGI Symbol;Acc:MGI:1343087]",-0.699432237,7.03013E-06,0.000667712,107,119,105,106,66,154,77,185,155,199,201,119,182,175
ENSMUSG00000032212,Sltm,"SAFB-like, transcription modulator [Source:MGI Symbol;Acc:MGI:1913910]",0.340377525,7.09362E-06,0.000670158,1607,1362,1467,1558,1263,1785,1932,1231,1376,1450,1485,984,1291,1097
ENSMUSG00000045624,Esf1,ESF1 nucleolar pre-rRNA processing protein homolog [Source:MGI Symbol;Acc:MGI:1913830],0.469086695,7.69864E-06,0.000714105,712,557,554,567,608,795,843,560,624,543,534,296,515,410
ENSMUSG00000017999,Ddx27,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 [Source:MGI Symbol;Acc:MGI:2385884],0.623862016,7.72253E-06,0.000714105,282,246,274,316,233,338,358,161,200,277,207,122,201,198
ENSMUSG00000006154,Eps8l1,EPS8-like 1 [Source:MGI Symbol;Acc:MGI:1914675],-1.333801928,7.75982E-06,0.000714105,28,16,19,16,18,16,37,25,76,54,71,75,40,41
ENSMUSG00000049422,Chchd10,coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:MGI Symbol;Acc:MGI:2143558],1.280496634,7.71493E-06,0.000714105,1128,2693,4868,3741,1082,3006,2148,1170,1046,1445,1726,722,1263,770
ENSMUSG00000062822,4833420G17Rik,RIKEN cDNA 4833420G17 gene [Source:MGI Symbol;Acc:MGI:1914642],-0.447103325,7.65055E-06,0.000714105,318,254,242,246,169,285,292,351,424,324,455,284,380,314
ENSMUSG00000053289,Ddx10,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 [Source:MGI Symbol;Acc:MGI:1924841],0.417455263,7.89362E-06,0.000718967,440,372,369,385,316,477,473,314,377,316,336,227,291,313
ENSMUSG00000022350,Washc5,WASH complex subunit 5 [Source:MGI Symbol;Acc:MGI:2146110],0.610981633,7.85872E-06,0.000718967,120,142,168,174,104,192,160,91,98,114,140,69,114,92
ENSMUSG00000024002,Brd4,bromodomain containing 4 [Source:MGI Symbol;Acc:MGI:1888520],0.440614809,8.26043E-06,0.000748538,1237,1049,1071,1194,764,1128,1043,818,989,888,909,665,793,641
ENSMUSG00000003477,Inmt,indolethylamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:102963],-1.594550047,8.48138E-06,0.000760797,24,5,10,4,9,19,3,37,44,26,49,21,22,32
ENSMUSG00000044224,Dnajc21,DnaJ heat shock protein family (Hsp40) member C21 [Source:MGI Symbol;Acc:MGI:1925371],0.455609765,8.45303E-06,0.000760797,509,488,543,550,322,598,552,375,451,457,402,269,419,306
ENSMUSG00000030934,Oat,ornithine aminotransferase [Source:MGI Symbol;Acc:MGI:97394],-0.999410594,8.84256E-06,0.00078921,349,527,268,339,291,975,443,1189,998,985,1146,386,1190,638
ENSMUSG00000024695,Zfp91,zinc finger protein 91 [Source:MGI Symbol;Acc:MGI:104854],0.34128906,8.88923E-06,0.000789408,1749,1858,1618,1832,1544,2043,2232,1476,1694,1768,1841,957,1668,1200
ENSMUSG00000021196,Pfkp,"phosphofructokinase, platelet [Source:MGI Symbol;Acc:MGI:1891833]",0.962335193,9.49748E-06,0.000839228,454,848,982,1032,598,1016,747,582,360,529,668,186,384,380
ENSMUSG00000085156,Snhg15,small nucleolar RNA host gene 15 [Source:MGI Symbol;Acc:MGI:3650059],0.752105386,1.00067E-05,0.00087985,60,86,72,102,92,120,90,53,74,64,67,40,42,45
ENSMUSG00000057421,Las1l,LAS1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923380],0.394241527,1.01113E-05,0.000884662,386,314,335,332,305,448,411,304,371,310,352,171,259,239
ENSMUSG00000028635,Edn2,endothelin 2 [Source:MGI Symbol;Acc:MGI:95284],-2.067257043,1.05567E-05,0.000915123,5,4,4,5,3,2,1,5,8,13,19,17,22,18
ENSMUSG00000074129,Rpl13a,ribosomal protein L13A [Source:MGI Symbol;Acc:MGI:1351455],0.688144015,1.05625E-05,0.000915123,289,511,489,518,357,607,545,388,329,388,319,176,310,231
ENSMUSG00000002297,Dbf4,DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328],0.691793828,1.15764E-05,0.000998095,214,324,319,337,194,392,368,245,204,237,196,101,222,168
ENSMUSG00000002233,Rhoc,ras homolog family member C [Source:MGI Symbol;Acc:MGI:106028],0.997452847,1.16709E-05,0.000999623,814,1680,2539,2303,1273,1794,1354,979,889,859,1481,581,843,671
ENSMUSG00000035021,Baz1a,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],0.563065628,1.17066E-05,0.000999623,1045,662,758,726,837,992,1161,538,779,618,770,394,774,498
ENSMUSG00000058006,Mdn1,midasin AAA ATPase 1 [Source:MGI Symbol;Acc:MGI:1926159],0.429779738,1.28852E-05,0.00108978,610,516,562,559,395,629,727,408,519,503,519,259,495,376
ENSMUSG00000040746,Rnf167,ring finger protein 167 [Source:MGI Symbol;Acc:MGI:1917760],-0.623801817,1.28386E-05,0.00108978,117,118,129,97,116,112,150,243,219,179,286,120,190,134
ENSMUSG00000027589,Pcmtd2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:MGI Symbol;Acc:MGI:1923927],-0.420327663,1.3127E-05,0.001099756,156,136,105,122,109,180,142,186,222,192,230,131,195,157
ENSMUSG00000023951,Vegfa,vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178],0.73082957,1.30814E-05,0.001099756,267,316,234,403,304,300,340,226,246,211,194,149,137,189
ENSMUSG00000035769,Xylb,xylulokinase homolog (H. influenzae) [Source:MGI Symbol;Acc:MGI:2142985],0.929022239,1.34771E-05,0.001123785,63,82,111,115,54,161,68,51,48,48,62,47,56,37
ENSMUSG00000056216,Cebpg,"CCAAT/enhancer binding protein (C/EBP), gamma [Source:MGI Symbol;Acc:MGI:104982]",0.581668765,1.35801E-05,0.001127083,333,463,550,562,330,610,546,345,380,309,452,269,354,240
ENSMUSG00000086841,2410006H16Rik,RIKEN cDNA 2410006H16 gene [Source:MGI Symbol;Acc:MGI:1916471],0.899624633,1.38643E-05,0.001145318,386,859,727,944,708,1550,1119,589,625,438,684,286,583,307
ENSMUSG00000027475,Kif3b,kinesin family member 3B [Source:MGI Symbol;Acc:MGI:107688],0.452128744,1.39634E-05,0.001148169,343,347,335,382,317,365,326,253,322,304,321,187,247,216
ENSMUSG00000053332,Gas5,growth arrest specific 5 [Source:MGI Symbol;Acc:MGI:95659],0.559705094,1.425E-05,0.001160979,593,718,858,929,587,1265,990,633,602,705,692,398,629,472
ENSMUSG00000010760,Phlda2,"pleckstrin homology like domain, family A, member 2 [Source:MGI Symbol;Acc:MGI:1202307]",2.141370837,1.42119E-05,0.001160979,14,29,39,48,25,22,27,12,1,9,9,13,0,3
ENSMUSG00000010406,Mrpl52,mitochondrial ribosomal protein L52 [Source:MGI Symbol;Acc:MGI:1916086],0.608896834,1.45585E-05,0.001180703,450,469,458,522,254,580,448,303,304,350,331,300,314,212
ENSMUSG00000030007,Cct7,"chaperonin containing Tcp1, subunit 7 (eta) [Source:MGI Symbol;Acc:MGI:107184]",0.461964701,1.53877E-05,0.001242276,1158,1626,1537,1585,1221,2068,1789,1269,1366,1356,1402,724,1365,838
ENSMUSG00000079173,Zan,zonadhesin [Source:MGI Symbol;Acc:MGI:106656],-1.06485959,1.60622E-05,0.001290866,12,17,10,29,14,18,17,37,52,46,36,25,26,32
ENSMUSG00000056749,Nfil3,"nuclear factor, interleukin 3, regulated [Source:MGI Symbol;Acc:MGI:109495]",1.577670817,1.63765E-05,0.001310197,13,15,33,20,15,25,19,12,10,5,6,8,8,0
ENSMUSG00000028680,Plk3,polo like kinase 3 [Source:MGI Symbol;Acc:MGI:109604],1.762794571,1.68308E-05,0.001340501,18,24,27,76,44,18,36,10,9,6,10,16,8,14
ENSMUSG00000031479,Vps36,vacuolar protein sorting 36 [Source:MGI Symbol;Acc:MGI:1917410],0.456257506,1.7321E-05,0.001373385,434,487,552,545,345,576,514,407,425,364,496,244,434,265
ENSMUSG00000024486,Hbegf,heparin-binding EGF-like growth factor [Source:MGI Symbol;Acc:MGI:96070],0.963705188,1.7478E-05,0.001379677,55,80,121,121,80,86,101,55,35,52,63,50,55,33
ENSMUSG00000036371,Serbp1,serpine1 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1914120],0.446584986,1.79156E-05,0.001397219,5417,5336,5168,5828,5766,7263,6730,4624,5219,5900,4918,2837,4444,3809
ENSMUSG00000031578,Mak16,MAK16 homolog [Source:MGI Symbol;Acc:MGI:1915170],0.615745367,1.78337E-05,0.001397219,280,239,210,215,285,278,304,164,216,224,191,106,164,170
ENSMUSG00000041057,Wdr43,WD repeat domain 43 [Source:MGI Symbol;Acc:MGI:1919765],0.425139872,1.79363E-05,0.001397219,1054,773,828,914,740,1089,1158,722,724,882,782,484,784,639
ENSMUSG00000105740,Gm42685,predicted gene 42685 [Source:MGI Symbol;Acc:MGI:5662822],1.41998882,1.8352E-05,0.001419398,19,42,54,61,34,39,61,18,15,18,33,6,31,5
ENSMUSG00000007029,Vars,valyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:90675],0.471046024,1.83808E-05,0.001419398,651,549,398,499,350,633,725,409,434,446,456,312,412,327
ENSMUSG00000049553,Polr1a,polymerase (RNA) I polypeptide A [Source:MGI Symbol;Acc:MGI:1096397],0.522383796,1.8774E-05,0.001443484,239,227,194,192,227,245,302,200,181,193,180,117,185,122
ENSMUSG00000066232,Ipo7,importin 7 [Source:MGI Symbol;Acc:MGI:2152414],0.39706698,1.97419E-05,0.001511364,536,622,504,629,547,756,705,499,586,564,523,326,463,419
ENSMUSG00000053411,Cbx7,chromobox 7 [Source:MGI Symbol;Acc:MGI:1196439],-0.693650182,2.08468E-05,0.001582305,115,105,86,92,82,206,148,182,264,156,268,159,230,120
ENSMUSG00000063296,Tmem117,transmembrane protein 117 [Source:MGI Symbol;Acc:MGI:2444580],-1.009107636,2.08413E-05,0.001582305,12,7,12,21,16,22,19,28,47,34,46,22,28,24
ENSMUSG00000097121,D130020L05Rik,RIKEN cDNA D130020L05 gene [Source:MGI Symbol;Acc:MGI:2450270],-1.191355801,2.10816E-05,0.001593321,20,8,14,13,14,22,11,26,30,32,59,41,24,26
ENSMUSG00000066026,Dhrs3,dehydrogenase/reductase (SDR family) member 3 [Source:MGI Symbol;Acc:MGI:1315215],-0.558896185,2.22364E-05,0.001666415,129,86,68,82,75,100,102,146,158,125,168,112,159,108
ENSMUSG00000037958,Nsrp1,nuclear speckle regulatory protein 1 [Source:MGI Symbol;Acc:MGI:2144305],0.341162087,2.22001E-05,0.001666415,535,412,498,499,350,592,556,387,466,443,492,302,417,302
ENSMUSG00000042133,Ppig,peptidyl-prolyl isomerase G (cyclophilin G) [Source:MGI Symbol;Acc:MGI:2445173],0.365138062,2.24557E-05,0.001675779,1294,1208,1233,1298,819,1483,1227,961,1130,1116,1075,725,973,850
ENSMUSG00000070697,Utp3,UTP3 small subunit processome component [Source:MGI Symbol;Acc:MGI:1919230],0.396929142,2.35421E-05,0.001749504,490,408,530,479,365,582,577,355,436,445,465,290,435,274
ENSMUSG00000030905,Crym,"crystallin, mu [Source:MGI Symbol;Acc:MGI:102675]",1.579688866,2.3872E-05,0.001766626,9,73,77,101,57,72,53,31,32,28,32,9,21,9
ENSMUSG00000029201,Ugdh,UDP-glucose dehydrogenase [Source:MGI Symbol;Acc:MGI:1306785],1.32996821,2.40741E-05,0.001772865,321,1296,1305,1974,878,1010,1040,594,378,586,852,170,462,358
ENSMUSG00000030737,Slco2b1,"solute carrier organic anion transporter family, member 2b1 [Source:MGI Symbol;Acc:MGI:1351872]",-0.642964963,2.42126E-05,0.001772865,180,114,109,94,75,204,160,229,236,226,264,120,236,182
